ts,record_id,market_index,peg_multiplier_before,base_asset_reserve_before,quote_asset_reserve_before,sqrt_k_before,peg_multiplier_after,base_asset_reserve_after,quote_asset_reserve_after,sqrt_k_after,base_asset_amount_long,base_asset_amount_short,base_asset_amount,open_interest,total_fee,total_fee_minus_distributions,adjustment_cost,oracle_price,trade_record,padding
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
1969-12-31 19:00:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ListContainer: 
    0
    0
    0
    0
    0"
